"","X","idno","cntry","agea","eisced","gndr","rlgdgr","domicil","blgetmg","hinctnta","uemp3m","hincfel","stfdem","stfeco","gincdif","sofrdst","lrscale","trstep","trstun","stfgov","euftf","imsmetn","imdfetn","impcntr","imbgeco","imwbcnt","polintr","psppsgva","psppipla","frprtpl","freehms","hmsacld","atchctr","imueclt","impenv","vote_pop_2","elec_system","pop_choice_2","GDP","occup","vote_eu","pop_att"
"137",209,7245,"AT",26,3,2,0,4,2,2,2,1,9,9,1,2,5,8,7,9,6,2,3,3,6,8,2,3,3,4,1,2,9,7,1,0,"Proportional","r",1.550724086,5,1,8
"138",212,7269,"AT",56,4,1,0,3,2,4,2,2,4,8,2,3,2,5,7,2,2,2,2,2,6,4,2,3,3,3,1,1,5,6,4,0,"Proportional","r",1.550724086,3,1,4.66666666666667
"139",213,7291,"AT",62,3,2,0,4,2,6,2,1,6,8,1,4,6,3,7,6,2,2,2,2,5,5,1,3,4,4,1,1,10,5,2,0,"Proportional","r",1.550724086,1,1,5.33333333333333
"140",214,7334,"AT",39,7,2,2,5,2,3,1,2,8,9,2,2,5,7,7,1,5,2,2,2,8,5,2,1,3,4,1,1,5,10,1,0,"Proportional","r",1.550724086,2,1,4
"141",215,7351,"AT",52,3,1,5,3,2,2,1,3,10,7,5,2,5,6,6,3,5,1,2,2,10,5,4,2,2,3,2,5,10,10,2,3,"Proportional","r",1.550724086,6,2,4.66666666666667
"142",218,7416,"AT",86,3,2,6,1,2,4,1,2,8,8,2,3,5,5,5,7,6,2,3,3,7,5,1,2,2,3,2,3,9,6,3,0,"Proportional","r",1.550724086,7,1,6
"143",219,7430,"AT",33,5,1,6,5,2,3,1,2,8,8,1,4,5,8,8,7,9,1,2,2,8,2,3,3,3,3,1,1,10,8,2,0,"Proportional","r",1.550724086,2,1,8
"144",220,7486,"AT",35,3,1,2,4,2,5,2,2,5,8,2,2,2,4,7,4,5,2,3,3,6,4,2,2,2,2,1,1,10,4,1,0,"Proportional","r",1.550724086,8,1,3.33333333333333
"145",221,7493,"AT",26,6,2,9,1,2,5,2,2,2,6,3,5,3,4,4,0,8,1,1,1,8,5,2,2,3,3,2,2,6,8,1,0,"Proportional","r",1.550724086,9,1,1.66666666666667
"146",224,7539,"AT",54,3,1,10,4,2,10,2,1,1,9,2,2,5,5,5,2,5,3,4,4,8,5,3,2,1,3,2,2,10,1,2,0,"Proportional","r",1.550724086,5,1,2.66666666666667
"147",227,7620,"AT",63,7,2,0,1,2,9,2,1,8,8,2,2,4,8,9,0,10,2,2,2,8,5,1,1,2,3,1,1,7,6,1,0,"Proportional","r",1.550724086,3,1,6
"148",228,7716,"AT",74,3,1,7,4,2,5,2,2,8,6,2,2,5,4,5,6,1,2,3,3,6,3,2,2,2,2,3,4,9,4,1,0,"Proportional","r",1.550724086,7,1,5
"149",229,7736,"AT",41,3,1,6,4,2,2,2,2,9,9,5,5,5,10,10,9,10,2,3,3,6,8,2,5,4,4,1,1,8,8,3,0,"Proportional","r",1.550724086,5,1,8.66666666666667
"150",233,7900,"AT",67,3,2,7,3,2,8,1,3,5,6,1,2,6,2,5,6,0,2,3,2,4,2,3,2,2,2,1,2,10,2,1,3,"Proportional","r",1.550724086,5,2,4
"151",234,7902,"AT",41,2,2,3,1,2,1,1,4,2,6,2,1,2,5,5,0,9,1,1,1,9,8,2,3,2,2,1,2,5,10,4,0,"Proportional","r",1.550724086,4,1,2.66666666666667
"152",235,8035,"AT",51,2,2,2,4,2,7,1,2,6,2,1,2,5,0,0,3,0,4,4,4,0,0,3,2,1,2,1,2,9,0,2,3,"Proportional","r",1.550724086,5,2,1
"153",238,8178,"AT",73,3,2,8,3,2,2,2,2,8,7,1,3,6,5,6,4,6,2,3,3,7,6,1,3,4,3,1,4,10,5,1,0,"Proportional","r",1.550724086,5,1,4
"154",239,8245,"AT",35,3,1,4,3,2,8,2,2,6,6,2,2,7,5,5,7,5,1,2,3,5,5,3,3,3,2,2,2,9,7,3,0,"Proportional","r",1.550724086,3,1,5.66666666666667
"155",241,8286,"AT",62,3,1,10,2,2,2,1,3,8,7,2,2,3,0,5,7,0,2,2,1,10,5,3,1,2,4,1,2,10,10,1,3,"Proportional","r",1.550724086,7,2,4.33333333333333
"156",242,8387,"AT",40,3,1,0,3,2,7,2,1,0,6,2,2,3,2,5,6,1,2,3,2,7,5,3,2,2,3,1,2,8,2,1,0,"Proportional","r",1.550724086,4,1,3.66666666666667
"157",243,8388,"AT",38,5,1,0,4,2,5,2,1,9,9,1,2,4,9,5,10,10,2,2,2,7,7,2,3,3,4,1,1,10,8,1,0,"Proportional","r",1.550724086,4,1,9
"158",244,8402,"AT",32,3,1,7,4,2,8,2,1,9,9,5,5,6,9,8,9,9,3,3,3,9,9,1,5,4,5,2,2,10,10,5,0,"Proportional","r",1.550724086,8,1,10
"159",245,8416,"AT",77,3,2,5,3,2,9,2,1,6,8,4,4,7,5,5,8,8,1,3,3,5,5,1,3,3,3,2,5,10,5,1,3,"Proportional","r",1.550724086,7,1,3.66666666666667
"160",246,8432,"AT",46,7,2,0,1,2,4,2,1,1,5,1,2,6,1,0,1,0,2,3,3,3,4,3,1,1,4,1,4,8,5,1,0,"Proportional","r",1.550724086,2,1,2.33333333333333
"161",249,8546,"AT",71,3,1,5,3,2,4,2,2,8,7,4,2,7,3,3,8,2,1,3,3,8,4,1,3,2,3,2,4,8,5,3,3,"Proportional","r",1.550724086,2,1,4.66666666666667
"162",250,8563,"AT",56,2,2,7,2,2,2,2,2,4,7,1,1,5,5,8,5,3,2,2,3,8,5,4,3,2,3,1,1,10,6,2,4,"Proportional","r",1.550724086,7,2,4.66666666666667
"163",252,8577,"AT",48,3,1,0,4,2,1,1,3,6,7,2,2,4,4,4,6,5,2,2,2,6,5,1,2,2,3,2,3,7,5,2,4,"Proportional","r",1.550724086,8,1,3.66666666666667
"164",253,8587,"AT",46,3,1,5,4,2,7,2,2,8,6,2,1,5,5,7,7,1,2,3,3,5,3,2,2,2,2,2,4,9,4,1,0,"Proportional","r",1.550724086,4,1,5
"165",254,8614,"AT",25,3,1,5,1,2,4,2,2,10,8,2,4,5,8,8,9,6,3,3,3,6,4,3,3,2,3,1,2,10,4,4,0,"Proportional","r",1.550724086,7,1,7.66666666666667
"166",258,8671,"AT",63,3,2,5,1,2,5,2,2,4,5,3,3,9,0,0,8,3,3,4,4,3,3,2,3,2,3,1,4,9,2,2,3,"Proportional","r",1.550724086,4,2,0.666666666666667
"167",259,8675,"AT",40,4,2,7,2,1,2,1,3,9,8,5,5,8,9,9,9,7,2,3,2,3,2,4,2,2,2,1,1,9,2,2,0,"Proportional","r",1.550724086,1,1,9.33333333333333
"168",260,8713,"AT",83,7,1,8,4,2,6,2,1,9,9,3,2,5,5,5,5,5,2,2,2,5,5,2,2,3,4,2,4,10,6,2,0,"Proportional","r",1.550724086,3,1,7.33333333333333
"169",261,8719,"AT",72,3,1,2,1,2,3,2,2,5,7,1,2,6,5,5,4,0,1,3,3,6,5,2,2,2,3,1,5,10,4,2,0,"Proportional","r",1.550724086,7,1,5.66666666666667
"170",264,8764,"AT",34,3,1,2,4,2,9,2,1,7,7,1,5,6,5,5,7,8,2,2,2,6,3,3,2,2,3,2,2,10,6,3,0,"Proportional","r",1.550724086,7,1,5
"171",265,8825,"AT",59,3,1,7,1,2,7,2,3,9,10,1,2,0,3,8,0,10,2,2,2,10,5,1,1,2,2,1,3,6,10,1,0,"Proportional","r",1.550724086,3,1,4.66666666666667
"172",266,8894,"AT",73,3,1,7,1,2,7,2,1,7,8,1,1,0,8,8,3,10,2,2,2,7,5,1,3,2,3,1,2,10,8,2,0,"Proportional","r",1.550724086,4,1,6.66666666666667
"173",267,8906,"AT",31,3,1,6,3,2,8,2,2,5,6,2,2,3,5,5,4,5,2,2,3,5,6,3,2,2,3,2,3,9,6,2,0,"Proportional","r",1.550724086,4,1,5
"174",268,8924,"AT",55,3,2,2,1,2,6,2,2,2,3,1,1,6,1,4,2,0,1,3,4,1,1,1,1,1,2,4,5,10,1,1,3,"Proportional","r",1.550724086,3,1,2.66666666666667
"175",269,9007,"AT",68,5,2,6,5,2,10,2,1,8,9,1,3,5,9,9,5,8,1,2,2,6,6,2,2,3,3,1,1,7,6,2,0,"Proportional","r",1.550724086,3,1,6.66666666666667
"176",271,9093,"AT",83,3,1,5,4,2,3,2,1,8,7,2,3,6,2,0,9,1,3,4,4,1,0,2,3,3,3,4,5,8,1,3,0,"Proportional","r",1.550724086,1,2,5.66666666666667
"177",272,9180,"AT",68,3,2,5,4,2,3,2,3,8,7,2,2,5,5,5,7,1,2,3,3,4,3,3,2,2,2,2,3,8,4,1,0,"Proportional","r",1.550724086,7,1,6.66666666666667
"178",273,9362,"AT",26,5,1,2,1,2,1,2,2,5,8,2,2,2,7,7,8,10,1,1,1,8,5,1,4,4,4,2,2,7,8,1,0,"Proportional","r",1.550724086,5,1,6.66666666666667
"179",274,9384,"AT",26,3,1,3,2,2,6,2,2,6,9,4,3,5,6,6,6,0,3,3,3,3,0,4,2,1,4,2,4,10,3,1,4,"Proportional","r",1.550724086,8,2,6
"180",275,9392,"AT",29,7,1,5,3,2,10,2,1,7,6,2,2,3,7,7,4,8,2,2,2,8,7,2,3,3,4,2,2,7,8,1,0,"Proportional","r",1.550724086,2,1,6.33333333333333
"181",276,9441,"AT",60,5,2,0,3,2,10,2,1,7,9,2,2,4,5,2,0,10,1,1,1,10,9,1,1,4,2,1,1,8,10,1,0,"Proportional","r",1.550724086,1,1,2.66666666666667
"182",277,9453,"AT",49,7,1,5,4,2,8,2,2,7,7,2,2,2,7,6,7,2,3,3,3,3,3,2,4,4,4,2,2,9,2,2,0,"Proportional","r",1.550724086,1,2,7.66666666666667
"183",278,9604,"AT",56,3,2,6,2,2,3,2,2,7,8,2,3,6,1,2,10,0,3,3,3,3,2,2,3,3,3,2,5,10,0,1,0,"Proportional","r",1.550724086,6,2,6
"184",279,9608,"AT",64,6,1,0,1,2,7,2,1,8,9,1,2,3,6,7,3,9,1,1,1,8,9,3,2,2,2,1,1,5,9,2,0,"Proportional","r",1.550724086,3,1,6
"185",280,9657,"AT",25,4,1,0,3,2,2,1,1,5,5,1,2,5,5,5,5,5,3,3,4,2,3,4,1,2,1,1,1,9,2,3,4,"Proportional","r",1.550724086,4,1,1.66666666666667
"186",281,9670,"AT",80,3,2,2,1,2,5,1,2,3,4,2,2,3,2,2,3,2,2,2,3,7,2,3,1,1,3,1,2,8,6,2,0,"Proportional","r",1.550724086,4,2,3
"187",282,9680,"AT",65,4,1,0,1,2,6,2,2,10,10,1,1,2,10,8,0,10,1,1,1,10,10,1,4,3,3,1,1,0,10,2,0,"Proportional","r",1.550724086,2,1,6.66666666666667
"188",284,9763,"AT",77,3,2,7,3,2,3,2,1,7,7,2,2,6,4,4,8,3,3,4,4,5,1,3,3,3,3,4,5,10,2,2,3,"Proportional","r",1.550724086,4,2,5.33333333333333
"189",285,9782,"AT",62,3,1,10,1,2,4,2,1,9,8,3,1,2,3,3,3,5,1,3,3,7,3,1,3,3,3,1,1,10,3,1,0,"Proportional","r",1.550724086,3,1,4.66666666666667
"190",289,9858,"AT",44,3,2,5,1,2,4,2,1,7,7,4,4,6,5,5,7,5,2,3,4,5,5,2,3,2,3,2,4,9,5,5,0,"Proportional","r",1.550724086,4,1,5.33333333333333
"191",290,9868,"AT",59,3,1,0,4,2,3,2,1,8,9,2,4,6,3,4,10,0,4,4,4,2,2,2,3,2,2,1,5,8,5,1,0,"Proportional","r",1.550724086,8,1,4.33333333333333
"192",291,9888,"AT",75,3,2,5,2,2,2,2,2,7,8,2,2,3,9,9,7,10,2,2,2,5,5,2,1,1,4,2,2,10,5,1,0,"Proportional","r",1.550724086,3,1,7.33333333333333
"193",292,9953,"AT",32,3,1,0,4,2,5,2,2,7,1,2,3,7,3,2,7,0,4,4,4,0,0,3,1,1,2,1,5,8,0,1,0,"Proportional","r",1.550724086,8,1,2.33333333333333
"194",294,10008,"AT",57,5,1,7,1,2,3,2,1,7,10,1,4,3,4,2,0,10,1,1,1,10,10,1,2,2,4,1,1,7,10,1,0,"Proportional","r",1.550724086,7,1,2.33333333333333
"195",295,10062,"AT",23,3,1,1,4,2,4,1,1,6,5,4,3,3,5,4,5,7,2,3,3,5,5,3,2,2,3,1,2,8,4,2,4,"Proportional","r",1.550724086,8,1,3.33333333333333
"196",297,10097,"AT",68,3,1,2,3,2,4,2,2,7,7,2,5,2,9,9,4,6,3,3,3,4,8,1,3,3,3,1,4,9,8,2,0,"Proportional","r",1.550724086,3,1,8.66666666666667
"197",299,10365,"AT",54,3,2,4,3,2,9,2,1,7,8,1,2,4,9,9,6,10,1,1,1,7,3,3,3,3,3,1,1,8,7,3,0,"Proportional","r",1.550724086,3,1,7
"198",300,10394,"AT",52,5,1,5,3,2,7,2,1,7,7,2,4,6,3,1,8,2,2,3,4,1,1,2,3,3,3,3,5,9,1,3,0,"Proportional","r",1.550724086,7,2,4.33333333333333
"199",301,10399,"AT",53,3,1,7,4,2,5,2,2,5,9,2,5,5,0,5,4,5,2,3,3,5,3,3,2,3,3,2,2,9,4,2,4,"Proportional","r",1.550724086,7,1,2
"200",302,10452,"AT",49,4,2,8,4,2,4,2,2,9,8,3,3,0,5,5,5,7,1,1,1,8,8,2,3,3,3,1,1,5,8,1,0,"Proportional","r",1.550724086,3,1,5
"201",303,10463,"AT",71,3,1,7,4,2,5,2,2,6,7,2,2,5,3,2,5,5,1,3,3,5,4,2,3,2,3,2,3,6,4,2,0,"Proportional","r",1.550724086,4,1,2.66666666666667
"202",304,10467,"AT",40,3,2,7,4,2,4,2,2,10,8,3,2,8,4,5,9,9,2,3,4,0,0,2,5,4,5,1,2,7,0,2,0,"Proportional","r",1.550724086,5,1,5.33333333333333
"203",305,10474,"AT",78,2,1,9,2,2,2,2,2,8,9,2,2,5,3,3,8,4,3,3,3,5,5,2,2,3,3,3,3,9,5,2,0,"Proportional","r",1.550724086,9,2,9.66666666666667
"204",306,10490,"AT",32,3,2,3,3,2,2,2,2,8,8,1,2,6,8,7,9,6,3,3,3,6,5,3,2,3,3,1,2,9,6,2,0,"Proportional","r",1.550724086,5,1,8.33333333333333
"205",307,10497,"AT",30,3,1,6,4,2,6,2,1,9,7,1,2,5,8,8,8,6,2,2,2,8,8,2,4,3,3,1,1,10,7,2,0,"Proportional","r",1.550724086,4,1,8
"206",308,10528,"AT",56,5,1,0,4,2,3,1,1,9,9,1,2,5,6,6,9,6,2,3,3,5,5,3,3,3,4,2,2,9,5,2,0,"Proportional","r",1.550724086,5,1,7
"207",310,10571,"AT",69,3,1,3,3,2,5,2,3,8,7,2,2,5,5,6,7,1,2,3,3,6,4,2,2,2,2,2,4,8,5,1,3,"Proportional","r",1.550724086,8,1,5
"208",313,10646,"AT",42,7,1,2,1,2,5,1,1,9,7,2,2,8,7,9,5,5,2,2,3,3,2,3,2,1,3,1,1,10,7,2,0,"Proportional","r",1.550724086,4,1,3
"209",315,10714,"AT",52,3,2,0,3,2,1,2,2,5,5,1,2,3,4,3,3,3,3,3,2,3,4,1,3,2,2,1,1,9,5,1,0,"Proportional","r",1.550724086,5,2,4
"210",316,10728,"AT",39,5,1,7,4,2,9,2,2,8,7,2,2,5,4,4,6,1,2,3,3,6,3,2,3,2,2,2,3,9,5,1,0,"Proportional","r",1.550724086,3,1,5.66666666666667
"211",319,10846,"AT",50,3,2,7,2,2,6,2,3,3,2,2,2,5,3,2,4,3,2,2,2,3,2,2,2,2,3,1,1,3,2,1,3,"Proportional","r",1.550724086,3,2,2.33333333333333
"212",321,11002,"AT",56,3,2,10,4,2,7,2,2,9,9,2,4,7,5,5,9,5,1,3,3,5,4,2,3,3,4,1,2,10,4,2,0,"Proportional","r",1.550724086,6,1,6
"213",322,11012,"AT",28,3,2,7,3,2,5,2,1,4,8,2,2,7,6,6,6,7,2,2,2,5,5,2,2,3,2,2,1,6,6,2,0,"Proportional","r",1.550724086,3,1,6.66666666666667
"214",324,11068,"AT",24,3,1,0,4,2,5,2,2,6,7,1,5,5,3,3,5,6,1,1,1,5,1,2,3,3,3,1,1,8,7,2,0,"Proportional","r",1.550724086,3,2,3
"215",325,11088,"AT",25,5,1,0,4,2,3,2,1,9,9,2,2,2,9,9,9,9,2,2,2,7,8,2,3,3,3,1,1,10,7,1,0,"Proportional","r",1.550724086,5,1,7
"216",326,11112,"AT",55,3,2,6,3,2,3,1,2,8,7,2,2,5,3,1,5,4,2,3,3,5,5,3,3,3,3,2,3,9,3,2,0,"Proportional","r",1.550724086,4,2,4.33333333333333
"217",327,11154,"AT",66,3,1,5,4,2,6,2,2,9,7,2,3,5,5,6,7,1,2,3,3,5,2,2,2,2,2,2,3,8,4,1,0,"Proportional","r",1.550724086,4,1,6
"218",329,11200,"AT",28,3,2,1,2,2,2,2,1,6,8,2,2,3,9,8,5,7,3,3,3,5,5,2,4,4,3,1,1,10,5,1,0,"Proportional","r",1.550724086,5,1,8
"219",330,11205,"AT",58,3,2,3,4,2,3,1,2,7,8,1,2,7,0,3,7,2,1,3,3,5,2,3,2,2,2,1,4,9,3,3,4,"Proportional","r",1.550724086,5,1,0.333333333333333
"220",331,11212,"AT",29,3,2,3,3,2,6,2,1,8,9,2,2,5,8,8,8,5,3,3,3,6,5,3,3,3,4,1,2,9,5,2,0,"Proportional","r",1.550724086,3,1,8
"221",332,11247,"AT",62,3,2,0,3,2,5,1,2,6,8,1,2,8,6,8,0,10,3,3,3,6,3,1,2,2,2,1,5,10,0,2,4,"Proportional","r",1.550724086,5,1,5
"222",334,11270,"AT",61,3,2,7,3,2,5,1,2,5,5,2,5,5,3,3,5,0,3,3,3,3,5,2,2,3,3,1,2,6,5,1,3,"Proportional","r",1.550724086,5,2,5
"223",335,11316,"AT",52,3,1,4,3,2,4,2,3,8,6,2,2,5,4,5,5,1,2,3,3,5,4,2,2,2,2,2,4,8,4,1,0,"Proportional","r",1.550724086,7,1,3.66666666666667
"224",336,11389,"AT",26,3,1,0,4,2,10,2,1,2,8,2,2,2,3,7,3,8,1,1,1,8,10,2,2,1,5,1,1,4,10,1,0,"Proportional","r",1.550724086,1,1,4
"225",339,11508,"AT",41,3,1,5,3,2,7,2,2,8,6,2,2,5,5,7,5,1,2,3,3,6,4,2,2,2,2,2,4,8,5,1,0,"Proportional","r",1.550724086,7,1,5.33333333333333
"226",340,11520,"AT",58,4,2,8,1,2,5,1,2,5,6,4,4,5,0,3,5,3,2,2,3,4,2,2,2,2,3,1,1,7,5,1,4,"Proportional","r",1.550724086,3,2,1.66666666666667
"227",341,11532,"AT",26,4,2,2,4,2,7,2,1,8,9,3,3,4,6,6,8,6,2,2,2,5,6,3,3,3,4,1,2,8,6,1,0,"Proportional","r",1.550724086,5,1,5.66666666666667
"228",342,11555,"AT",78,7,2,3,1,2,4,2,1,2,7,2,5,2,3,4,1,10,1,1,1,9,7,2,2,2,2,1,1,5,9,1,0,"Proportional","r",1.550724086,2,1,3
"229",343,11557,"AT",41,3,2,6,4,2,8,2,2,9,6,2,2,5,4,5,7,1,2,2,3,6,2,3,2,2,2,2,3,8,4,1,0,"Proportional","r",1.550724086,4,1,5.33333333333333
"230",347,11672,"AT",56,3,2,5,3,2,4,2,2,8,6,2,3,5,6,6,6,1,2,3,3,5,2,3,2,2,2,2,4,8,4,1,0,"Proportional","r",1.550724086,4,1,4.66666666666667
"231",348,11685,"AT",23,5,2,9,2,2,5,2,2,10,9,4,2,6,9,10,9,10,1,2,2,5,5,2,4,3,5,1,1,9,2,3,0,"Proportional","r",1.550724086,4,1,7.66666666666667
"232",349,11707,"AT",58,3,2,5,4,2,9,2,2,8,6,2,2,5,6,7,7,1,2,3,3,6,3,3,2,2,2,2,4,8,4,1,0,"Proportional","r",1.550724086,4,1,5
"233",352,11827,"AT",68,3,1,5,4,2,5,2,2,5,5,2,3,3,5,5,0,2,1,2,1,10,10,1,1,3,2,2,2,10,10,1,0,"Proportional","r",1.550724086,8,1,5.66666666666667
"234",353,11851,"AT",77,3,1,4,3,2,3,1,1,6,8,2,3,6,4,3,7,3,2,3,3,7,4,1,3,1,3,3,3,9,5,2,0,"Proportional","r",1.550724086,7,1,6.66666666666667
"235",354,11854,"AT",25,3,1,0,1,2,3,2,2,3,2,1,2,7,1,1,1,0,3,4,4,1,2,2,1,1,4,3,4,9,3,3,3,"Proportional","r",1.550724086,7,2,1.66666666666667
"236",355,11947,"AT",65,3,2,7,1,2,2,2,1,10,9,1,1,6,9,8,10,5,2,3,3,6,6,2,4,3,3,1,2,10,6,1,0,"Proportional","r",1.550724086,5,1,7.66666666666667
"237",356,11987,"AT",51,3,2,5,1,2,3,2,3,3,3,1,2,3,0,0,0,0,3,3,4,2,2,3,1,1,3,1,5,10,2,1,0,"Proportional","r",1.550724086,3,1,0
"238",357,11989,"AT",57,3,1,0,4,2,2,2,1,8,7,1,2,8,2,2,9,2,3,4,4,3,4,2,3,4,3,2,2,9,5,2,3,"Proportional","r",1.550724086,7,2,6.66666666666667
"239",358,11993,"AT",26,7,2,0,3,2,3,1,2,7,9,1,3,3,6,6,4,8,2,2,2,6,3,3,2,1,2,1,2,8,10,1,0,"Proportional","r",1.550724086,1,1,4
"240",359,12024,"AT",52,7,1,0,1,2,3,1,2,6,7,1,1,4,6,7,2,6,2,2,2,6,7,1,3,3,3,1,1,7,7,1,0,"Proportional","r",1.550724086,2,1,5.33333333333333
"241",360,12031,"AT",64,3,1,5,3,2,6,1,1,5,10,1,4,2,1,0,0,4,2,2,2,8,5,1,2,3,3,1,5,10,8,3,0,"Proportional","r",1.550724086,4,1,5.33333333333333
"242",361,12091,"AT",67,3,1,0,1,2,3,2,2,1,9,2,2,4,4,4,1,4,2,2,3,7,6,2,3,2,3,1,2,8,7,2,4,"Proportional","r",1.550724086,7,1,1
"243",362,12118,"AT",30,3,2,5,4,2,6,2,3,8,6,2,3,5,5,6,5,1,2,3,3,6,4,3,2,2,2,2,2,8,5,1,0,"Proportional","r",1.550724086,5,1,4.33333333333333
"244",363,12121,"AT",54,5,2,5,3,2,6,2,1,8,8,2,3,5,5,4,8,5,2,3,3,5,5,2,3,3,3,2,4,7,5,2,0,"Proportional","r",1.550724086,4,1,5.33333333333333
"245",365,12237,"AT",55,7,2,7,1,2,5,1,2,8,7,2,5,4,4,4,7,7,2,3,4,3,3,3,2,2,3,2,2,9,3,1,4,"Proportional","r",1.550724086,8,1,5.66666666666667
"246",366,12267,"AT",61,3,2,10,4,2,3,2,2,2,6,2,1,7,2,3,3,5,2,3,3,4,1,3,2,2,2,2,2,10,3,2,0,"Proportional","r",1.550724086,5,2,5.33333333333333
"247",368,12358,"AT",43,4,2,0,3,2,2,1,2,2,5,1,2,2,3,4,2,10,1,1,1,10,10,1,3,3,3,1,1,7,10,1,0,"Proportional","r",1.550724086,5,1,2
"248",369,12393,"AT",63,3,1,0,4,2,3,2,2,9,7,2,3,8,2,5,10,0,4,4,4,2,2,2,2,2,1,1,5,8,3,2,0,"Proportional","r",1.550724086,7,1,3.66666666666667
"249",370,12432,"AT",66,3,1,6,4,2,5,2,3,9,6,2,1,5,4,5,6,1,2,3,3,6,4,2,2,3,2,3,3,8,5,1,0,"Proportional","r",1.550724086,7,1,5
"250",371,12453,"AT",81,3,2,9,4,2,2,2,1,9,8,2,2,5,9,9,9,6,3,3,3,6,6,2,3,1,3,1,2,10,6,3,0,"Proportional","r",1.550724086,4,1,9.33333333333333
"251",373,12524,"AT",82,2,1,8,4,2,4,2,1,8,7,4,3,6,2,3,8,7,1,2,2,5,5,1,3,3,4,4,4,9,4,2,0,"Proportional","r",1.550724086,5,1,5.66666666666667
"252",374,12535,"AT",29,3,1,4,4,2,7,2,2,8,8,3,4,7,3,3,7,0,4,4,4,0,5,2,2,2,3,2,5,10,3,1,0,"Proportional","r",1.550724086,5,1,2
"253",375,12564,"AT",48,7,1,5,4,2,10,2,2,8,7,2,2,5,5,7,7,1,2,3,3,5,3,2,3,3,3,2,2,9,4,1,0,"Proportional","r",1.550724086,2,1,5.66666666666667
"254",376,12604,"AT",59,3,1,5,1,2,8,2,1,7,8,2,2,3,4,1,5,3,2,2,2,5,4,1,3,3,3,2,2,8,4,2,0,"Proportional","r",1.550724086,3,1,3.66666666666667
"255",377,12670,"AT",22,3,2,4,1,2,2,2,2,5,3,2,4,10,0,1,8,0,3,4,4,0,0,3,2,3,3,1,1,2,1,2,4,"Proportional","r",1.550724086,5,2,0
"256",378,12702,"AT",45,2,1,10,4,2,4,2,2,9,9,1,1,10,2,1,8,3,3,3,3,4,4,4,1,1,2,1,4,9,3,3,4,"Proportional","r",1.550724086,8,1,2
"257",380,12746,"AT",38,4,1,5,5,2,5,1,2,5,4,2,2,6,5,5,2,3,1,2,3,6,5,3,3,2,2,2,2,7,6,2,0,"Proportional","r",1.550724086,4,1,2.66666666666667
"258",381,12780,"AT",43,3,2,5,4,2,8,1,1,6,7,3,3,3,5,3,6,5,3,3,3,5,5,2,3,2,3,2,2,9,3,1,0,"Proportional","r",1.550724086,4,1,4.66666666666667
"259",385,12892,"AT",69,6,2,10,1,2,5,2,1,6,8,1,2,1,7,7,0,10,1,1,1,10,10,1,2,1,1,1,1,5,10,1,0,"Proportional","r",1.550724086,2,1,3
"260",390,13012,"AT",48,7,1,0,1,2,9,2,1,6,7,2,3,0,8,9,1,9,1,1,1,9,5,1,2,3,4,1,1,4,8,2,0,"Proportional","r",1.550724086,3,1,8.33333333333333
"261",393,13069,"AT",38,7,1,0,1,2,2,1,2,5,10,1,1,0,4,8,0,10,1,1,1,10,8,1,2,2,1,1,1,1,10,1,0,"Proportional","r",1.550724086,2,1,3
"262",395,13162,"AT",54,3,2,6,5,2,2,2,1,5,7,1,2,3,3,7,1,0,1,2,2,7,6,2,2,2,3,1,1,10,6,1,0,"Proportional","r",1.550724086,5,1,3.66666666666667
"263",396,13170,"AT",50,7,2,2,1,2,6,1,1,7,8,2,1,3,7,6,0,5,2,2,2,10,8,2,2,2,3,1,1,7,7,1,0,"Proportional","r",1.550724086,2,1,5
"264",398,13218,"AT",31,3,1,4,3,2,2,1,3,8,6,1,2,3,5,6,8,5,2,2,2,10,6,3,2,1,2,1,1,10,8,3,4,"Proportional","r",1.550724086,5,1,3
"265",399,13243,"AT",24,7,1,7,3,2,10,2,1,8,9,3,5,5,7,7,7,5,1,3,3,8,8,2,2,3,4,1,2,9,8,1,0,"Proportional","r",1.550724086,2,1,6.33333333333333
"266",401,13268,"AT",25,3,1,2,2,2,9,2,1,7,7,2,3,1,5,5,6,5,1,1,2,5,5,4,1,4,4,2,2,9,3,2,4,"Proportional","r",1.550724086,8,1,5
"267",402,13471,"AT",38,7,1,3,1,2,8,2,2,1,3,2,2,1,2,1,3,1,2,2,2,10,7,3,2,2,3,2,2,2,9,4,4,"Proportional","r",1.550724086,2,1,1.33333333333333
"268",403,13505,"AT",72,5,1,0,4,2,9,1,1,9,8,1,1,0,5,2,0,10,2,2,2,8,5,1,4,3,4,1,2,9,8,2,0,"Proportional","r",1.550724086,3,1,3.66666666666667
"269",404,13508,"AT",80,2,2,10,3,2,5,2,1,10,8,2,1,4,8,6,9,6,2,2,3,5,5,2,3,3,3,5,5,10,5,1,0,"Proportional","r",1.550724086,9,1,8
"270",405,13518,"AT",64,3,2,5,3,2,2,2,2,7,8,2,2,5,4,2,7,6,2,3,4,5,3,2,2,2,2,3,2,10,2,2,3,"Proportional","r",1.550724086,7,1,3.66666666666667
"271",407,13578,"AT",26,5,1,7,1,2,8,2,2,9,4,2,5,6,5,7,1,2,2,2,2,1,5,1,4,2,4,1,2,6,3,5,4,"Proportional","r",1.550724086,8,2,5.33333333333333
